season,week,actual_eliminated,simulated_eliminated,is_correct
30,8,"['Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Jimmie Allen', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Olivia Jade', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin']",Jimmie Allen,True
30,9,"['Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Melora Hardin', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee', 'Suni Lee']",Cody Rigsby,False
31,1,"['Jason Lewis', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Sam Champion', 'Sam Champion', 'Jessie James Decker', 'Jessie James Decker', 'Sam Champion', 'Sam Champion', 'Jessie James Decker', 'Jessie James Decker', 'Jessie James Decker', 'Jessie James Decker', 'Teresa Giudice', 'Teresa Giudice', 'Cheryl Ladd', 'Cheryl Ladd', 'Cheryl Ladd', 'Joseph Baena', 'Joseph Baena', 'Joseph Baena', 'Joseph Baena', 'Joseph Baena', ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino']",Jason Lewis,True
31,2,"['Teresa Giudice', 'Teresa Giudice', 'Joseph Baena', 'Joseph Baena', 'Joseph Baena', 'Joseph Baena', 'Joseph Baena', 'Jessie James Decker', 'Jessie James Decker', 'Sam Champion', 'Sam Champion', 'Sam Champion', 'Jessie James Decker', 'Sam Champion', 'Jessie James Decker', 'Jessie James Decker', 'Jessie James Decker', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Cheryl Ladd', 'Cheryl Ladd', 'Cheryl Ladd']",Teresa Giudice,True
31,3,"['Cheryl Ladd', 'Cheryl Ladd', 'Cheryl Ladd', 'Sam Champion', 'Sam Champion', 'Sam Champion', 'Sam Champion', 'Jessie James Decker', 'Jessie James Decker', 'Jessie James Decker', 'Jessie James Decker', 'Jessie James Decker', 'Jessie James Decker', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Joseph Baena', 'Joseph Baena', 'Joseph Baena', 'Joseph Baena', 'Joseph Baena', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino']",Cheryl Ladd,True
31,4,"['Sam Champion', 'Sam Champion', 'Sam Champion', 'Sam Champion', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Joseph Baena', 'Joseph Baena', 'Joseph Baena', 'Joseph Baena', 'Joseph Baena', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Jessie James Decker', 'Jessie James Decker', 'Jessie James Decker', 'Jessie James Decker', 'Jessie James Decker', 'Jessie James Decker', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino']",Sam Champion,True
31,5,"['Joseph Baena', 'Joseph Baena', 'Joseph Baena', 'Joseph Baena', 'Joseph Baena', ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", 'Jessie James Decker', 'Jessie James Decker', 'Jessie James Decker', 'Jessie James Decker', 'Jessie James Decker', 'Jessie James Decker', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino']",Selma Blair,False
31,6,"['Jessie James Decker', 'Jessie James Decker', 'Jessie James Decker', 'Jessie James Decker', 'Jessie James Decker', 'Jessie James Decker', ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant']",Wayne Brady,False
31,7,"[""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Jordin Sparks', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan']",Heidi D'Amelio,True
31,8,"['Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', 'Vinny Guadagnino', ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", ""Heidi D'Amelio"", 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant']",Vinny Guadagnino,True
31,9,"['Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Trevor Donovan', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant', 'Daniel Durant']",Trevor Donovan,True
32,1,"['Matt Walsh', 'Jamie Lynn Spears', 'Jamie Lynn Spears', 'Mauricio Umansky', 'Mauricio Umansky', 'Mauricio Umansky', 'Mauricio Umansky', 'Mauricio Umansky', 'Mauricio Umansky', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Mira Sorvino', 'Mira Sorvino', 'Mira Sorvino', 'Mira Sorvino', 'Mira Sorvino', 'Adrian Peterson', 'Adrian Peterson', 'Adrian Peterson', 'Adrian Peterson', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Harry Jowsey', 'Tyson Beckford', 'Tyson Beckford', 'Tyson Beckford', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey']",Matt Walsh,True
32,2,"['Jamie Lynn Spears', 'Jamie Lynn Spears', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Adrian Peterson', 'Adrian Peterson', 'Adrian Peterson', 'Adrian Peterson', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Mira Sorvino', 'Mira Sorvino', 'Mira Sorvino', 'Mira Sorvino', 'Mira Sorvino', 'Tyson Beckford', 'Tyson Beckford', 'Tyson Beckford', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Mauricio Umansky', 'Mauricio Umansky', 'Mauricio Umansky', 'Mauricio Umansky', 'Mauricio Umansky', 'Mauricio Umansky']",Jamie Lynn Spears,True
32,3,"['Tyson Beckford', 'Tyson Beckford', 'Tyson Beckford', 'Adrian Peterson', 'Adrian Peterson', 'Adrian Peterson', 'Adrian Peterson', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Mira Sorvino', 'Mira Sorvino', 'Mira Sorvino', 'Mira Sorvino', 'Mira Sorvino', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Mauricio Umansky', 'Mauricio Umansky', 'Mauricio Umansky', 'Mauricio Umansky', 'Mauricio Umansky', 'Mauricio Umansky']",Tyson Beckford,True
32,4,"['Adrian Peterson', 'Adrian Peterson', 'Adrian Peterson', 'Adrian Peterson', 'Mira Sorvino', 'Mira Sorvino', 'Mira Sorvino', 'Mira Sorvino', 'Mira Sorvino', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Mauricio Umansky', 'Mauricio Umansky', 'Mauricio Umansky', 'Mauricio Umansky', 'Mauricio Umansky', 'Mauricio Umansky', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams']",Adrian Peterson,True
32,5,"['Mira Sorvino', 'Mira Sorvino', 'Mira Sorvino', 'Mira Sorvino', 'Mira Sorvino', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Mauricio Umansky', 'Mauricio Umansky', 'Mauricio Umansky', 'Mauricio Umansky', 'Mauricio Umansky', 'Mauricio Umansky', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey']",Mira Sorvino,True
32,6,"['Mauricio Umansky', 'Mauricio Umansky', 'Mauricio Umansky', 'Mauricio Umansky', 'Mauricio Umansky', 'Mauricio Umansky', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey']",Mauricio Umansky,True
32,7,"['Lele Pons', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Lele Pons', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey']",Lele Pons,True
32,8,"['Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Barry Williams', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey']",Barry Williams,True
32,9,"['Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey', 'Harry Jowsey']",Alyson Hannigan,False
33,1,"['Eric Roberts', 'Eric Roberts', 'Eric Roberts', 'Reginald VelJohnson', 'Reginald VelJohnson', 'Reginald VelJohnson', 'Tori Spelling', 'Tori Spelling', 'Brooks Nader', 'Anna Delvey', 'Anna Delvey', 'Brooks Nader', 'Brooks Nader', 'Brooks Nader', 'Phaedra Parks', 'Phaedra Parks', 'Phaedra Parks', 'Jenn Tran', 'Jenn Tran', 'Phaedra Parks', 'Phaedra Parks', 'Jenn Tran', 'Jenn Tran', 'Jenn Tran', 'Jenn Tran', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0']",Eric Roberts,True
33,2,"['Anna Delvey', 'Anna Delvey', 'Tori Spelling', 'Tori Spelling', 'Jenn Tran', 'Jenn Tran', 'Jenn Tran', 'Jenn Tran', 'Jenn Tran', 'Jenn Tran', 'Brooks Nader', 'Brooks Nader', 'Brooks Nader', 'Brooks Nader', 'Phaedra Parks', 'Phaedra Parks', 'Phaedra Parks', 'Phaedra Parks', 'Phaedra Parks', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Eric Roberts', 'Reginald VelJohnson', 'Reginald VelJohnson', 'Eric Roberts', 'Reginald VelJohnson', 'Eric Roberts']",Anna Delvey,True
33,3,"['Jenn Tran', 'Jenn Tran', 'Jenn Tran', 'Jenn Tran', 'Jenn Tran', 'Jenn Tran', 'Brooks Nader', 'Brooks Nader', 'Brooks Nader', 'Brooks Nader', 'Phaedra Parks', 'Phaedra Parks', 'Phaedra Parks', 'Phaedra Parks', 'Phaedra Parks', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Eric Roberts', 'Eric Roberts', 'Eric Roberts', 'Reginald VelJohnson', 'Reginald VelJohnson', 'Reginald VelJohnson']",Jenn Tran,True
33,4,"['Brooks Nader', 'Brooks Nader', 'Brooks Nader', 'Brooks Nader', 'Jenn Tran', 'Jenn Tran', 'Jenn Tran', 'Jenn Tran', 'Jenn Tran', 'Jenn Tran', 'Phaedra Parks', 'Phaedra Parks', 'Phaedra Parks', 'Phaedra Parks', 'Phaedra Parks', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0']",Brooks Nader,True
33,5,"['Jenn Tran', 'Jenn Tran', 'Jenn Tran', 'Jenn Tran', 'Jenn Tran', 'Jenn Tran', 'Phaedra Parks', 'Phaedra Parks', 'Phaedra Parks', 'Phaedra Parks', 'Phaedra Parks', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0']",Jenn Tran,True
33,6,"['Jenn Tran', 'Jenn Tran', 'Jenn Tran', 'Jenn Tran', 'Jenn Tran', 'Jenn Tran', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0']",Jenn Tran,True
33,7,"['Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0', 'Dwight Howard\xa0']",Dwight Howard ,True
34,1,"['Corey Feldman', 'Corey Feldman', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Scott Hoying', 'Scott Hoying', 'Scott Hoying', 'Baron Davis', 'Baron Davis', 'Scott Hoying', 'Scott Hoying', 'Scott Hoying', 'Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Lauren Jauregui', 'Lauren Jauregui', 'Lauren Jauregui', 'Hilaria Baldwin', 'Hilaria Baldwin', 'Hilaria Baldwin', 'Hilaria Baldwin', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt']",Corey Feldman,True
34,2,"['Baron Davis', 'Baron Davis', 'Corey Feldman', 'Corey Feldman', 'Scott Hoying', 'Scott Hoying', 'Scott Hoying', 'Scott Hoying', 'Scott Hoying', 'Scott Hoying', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Hilaria Baldwin', 'Hilaria Baldwin', 'Lauren Jauregui', 'Hilaria Baldwin', 'Lauren Jauregui', 'Lauren Jauregui', 'Hilaria Baldwin', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter']",Baron Davis,True
34,3,"['Lauren Jauregui', 'Lauren Jauregui', 'Lauren Jauregui', 'Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Scott Hoying', 'Scott Hoying', 'Scott Hoying', 'Scott Hoying', 'Scott Hoying', 'Scott Hoying', 'Hilaria Baldwin', 'Hilaria Baldwin', 'Hilaria Baldwin', 'Hilaria Baldwin', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter']",Lauren Jauregui,True
34,4,"['Hilaria Baldwin', 'Hilaria Baldwin', 'Hilaria Baldwin', 'Hilaria Baldwin', 'Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Scott Hoying', 'Scott Hoying', 'Scott Hoying', 'Scott Hoying', 'Scott Hoying', 'Scott Hoying', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter']",Hilaria Baldwin,True
34,5,"['Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Scott Hoying', 'Scott Hoying', 'Scott Hoying', 'Scott Hoying', 'Scott Hoying', 'Scott Hoying', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter']",Jen Affleck,True
34,6,"['Scott Hoying', 'Scott Hoying', 'Scott Hoying', 'Scott Hoying', 'Scott Hoying', 'Scott Hoying', 'Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter']",Scott Hoying,True
34,7,"['Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Jen Affleck', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Danielle Fishel', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Andy Richter', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt', 'Whitney Leavitt']",Jen Affleck,True
